DEALDATE,DEALDATETIME,FULLADRESS,DISPLAYADRESS,GUSH,DEALNATUREDESCRIPTION,ASSETROOMNUM,FLOORNO,DEALNATURE,DEALAMOUNT,NEWPROJECTTEXT,PROJECTNAME,BUILDINGYEAR,YEARBUILT,BUILDINGFLOORS,KEYVALUE,TYPE,POLYGON_ID,TREND_IS_NEGATIVE,TREND_FORMAT,city_name,street,presentage per year,GUSH - Copy,Gush_Helka,Price per sqm,lat,lon,Year
2004-12-31,2004-12-31,"יבנה 14, פתח תקווה",יבנה 14,6400-383-8,דירה בבית קומות,3.0,ב,53.6,364000,,,1970.0,,6.0,3045930320,1,6400383,False,,פתח תקווה,יבנה,,6400-383-8,6400/383,6791.044776119403,32.0941970313,34.905081787,2004
2004-12-31,2004-12-31,"יחזקאל אשכנזי 3, פתח תקווה",יחזקאל אשכנזי 3,6380-218-12,משרד,,קרקע,99.76,340000,,,1960.0,,5.0,3045962191,1,6380218,False,,פתח תקווה,אשכנזי יחזקאל,,6380-218-12,6380/218,3408.179631114675,32.0883710647,34.8842349046,2004
2004-12-30,2004-12-30,"מסריק 17, פתח תקווה",מסריק 17,6400-370-24,דירה בבית קומות,3.0,ד,43.5,341000,,,1970.0,,5.0,3045208017,1,6400370,False,,פתח תקווה,מסריק,,6400-370-24,6400/370,7839.080459770115,32.0918170642,34.9050188916,2004
2004-12-30,2004-12-30,"הרמן פוגל 4, פתח תקווה",הרמן פוגל 4,6361-462-5,דירה בבית קומות,4.0,שניה,70.3,464000,,,1970.0,,4.0,3045204189,1,6361462,True,-6% ב 6.9 שנים,פתח תקווה,פוגל הרמן,-0.87,6361-462-5,6361/462,6600.2844950213375,32.0961600256,34.8831800275,2004
2004-12-30,2004-12-30,"לייוויק 4, פתח תקווה",לייוויק 4,6401-30-32,דירה בבית קומות,4.0,רביעית,74.3,404000,,,1970.0,,4.0,3045310938,1,640130,False,,פתח תקווה,ליויק,,6401-30-32,6401/30,5437.415881561238,32.0825493203,34.9010214746,2004
2004-12-30,2004-12-30,"בנימין מינץ 38, פתח תקווה",בנימין מינץ 38,6388-417-143,דירה בבית קומות,3.0,ד,40.0,358000,,,1960.0,,4.0,3046021032,1,6388417,False,,פתח תקווה,מינץ בנימין,,6388-417-143,6388/417,8950.0,32.072778896,34.8900134806,2004
2004-12-29,2004-12-29,"רוטשילד 102, פתח תקווה",רוטשילד 102,6394-134-9,דירה בבית קומות,5.0,חמישית + גג,115.58,1006000,,,1995.0,,5.0,3045074066,1,6394134,False,,פתח תקווה,רוטשילד,,6394-134-9,6394/134,8703.928015227548,32.084196369,34.8824213886,2004
2004-12-29,2004-12-29,"חיים עוזר 21, פתח תקווה",חיים עוזר 21,6379-150-18,דירה בבית קומות,2.0,ב,46.68,378000,,,1960.0,,9.0,3045569560,1,6379150,False,,פתח תקווה,עוזר חיים,,6379-150-18,6379/150,8097.686375321336,32.0882959216,34.8873325206,2004
2004-12-29,2004-12-29,"טרומפלדור 35, פתח תקווה",טרומפלדור 35,6394-225-1,תעשיה,,קרקע,,110000,,,1970.0,,3.0,3045199462,1,6394225,False,,פתח תקווה,טרומפלדור,,6394-225-1,6394/225,,32.0840535903,34.8785184526,2004
2004-12-29,2004-12-29,"יוסף ספיר 38, פתח תקווה",יוסף ספיר 38,6355-367-6,דירה בבית קומות,3.0,שלישית,64.03,691000,,,1999.0,,4.0,3045072645,1,6355367,False,32% ב 5 שנים,פתח תקווה,ספיר יוסף,6.4,6355-367-6,6355/367,10791.816336092455,32.0969150871,34.8927720671,2004
2004-12-29,2004-12-29,"נחמן מברצלב 14, פתח תקווה",נחמן מברצלב 14,6389-312-9,דירה בבית קומות,3.0,שלישית,62.0,337000,,,1970.0,,4.0,3046481842,1,6389312,False,,פתח תקווה,נחמן מברסלב,,6389-312-9,6389/312,5435.4838709677415,32.0784815379,34.8971898376,2004
2004-12-28,2004-12-28,"צבי הרמן שפירא 25, פתח תקווה",צבי הרמן שפירא 25,6382-94-12,דירה בבית קומות,2.0,א,45.2,422000,,,1960.0,,2.0,3022820945,1,638294,False,,פתח תקווה,שפירא הרמן צבי,,6382-94-12,6382/94,9336.283185840708,32.0825202399,34.8865197746,2004
2004-12-26,2004-12-26,"אהרון כצנלסון 12, פתח תקווה",אהרון כצנלסון 12,6362-142-10,דירה בבית קומות,4.0,שלישית,88.5,814000,,,2000.0,,7.0,3045413308,1,6362142,False,22% ב 6.2 שנים,פתח תקווה,כצנלסון אהרון,3.55,6362-142-10,6362/142,9197.74011299435,32.0927369883,34.8765561702,2004
2004-12-26,2004-12-26,"נתן אלתרמן 12, פתח תקווה",נתן אלתרמן 12,6401-31-29,דירה בבית קומות,3.0,רביעית,65.3,303000,,,1970.0,,4.0,3022742761,1,640131,False,,פתח תקווה,אלתרמן נתן,,6401-31-29,6401/31,4640.122511485452,32.0824701631,34.9003779381,2004
2004-12-26,2004-12-26,"העליה השניה 2, פתח תקווה",העליה השניה 2,6379-1-17,משרד,,ב,27.85,99000,,,1960.0,,8.0,3045406609,1,63791,False,,פתח תקווה,העליה השניה,,6379-1-17,6379/1,3554.7576301615795,32.0866868679,34.8876439429,2004
2004-12-26,2004-12-26,"זיכרון יעקב 10, פתח תקווה",זיכרון יעקב 10,7195-68-125,דירה בבית קומות,5.0,שביעית,90.45,805000,,,1999.0,,8.0,3045017864,1,719568,False,13% ב 6.1 שנים,פתח תקווה,זכרון יעקב,2.13,7195-68-125,7195/68,8899.944720840243,32.1030505799,34.8757975107,2004
2004-12-24,2004-12-24,"סלומון 7, פתח תקווה",סלומון 7,6394-186-7,דירה בבית קומות,3.0,ב,71.15,607000,,,1960.0,,3.0,3022721446,1,6394186,False,,פתח תקווה,סלומון,,6394-186-7,6394/186,8531.271960646522,32.0845152042,34.8813779173,2004
2004-12-23,2004-12-23,"בן-יהודה 25, פתח תקווה",בן-יהודה 25,6386-18-9,דירה בבית קומות,3.0,ג,68.6,498000,,,1970.0,,4.0,3045053969,1,638618,False,,פתח תקווה,בן יהודה,,6386-18-9,6386/18,7259.475218658893,32.079655961,34.8828489845,2004
2004-12-23,2004-12-23,"רמב""ם 47, פתח תקווה","רמב""ם 47",6379-94-8,דירה בבית קומות,4.0,ב,66.38,627000,,,1970.0,,4.0,3022686240,1,637994,False,,פתח תקווה,"רמב""ם",,6379-94-8,6379/94,9445.616149442603,32.088208067,34.891227839,2004
2004-12-23,2004-12-23,"שלומציון המלכה 12, פתח תקווה",שלומציון המלכה 12,6399-290-201,בניני ציבור,,מרתף+קרקע,75.0,220000,,,1995.0,,8.0,3045065453,1,6399290,False,,פתח תקווה,שלומציון המלכה,,6399-290-201,6399/290,2933.333333333333,32.1020260128,34.9002965961,2004
2004-12-23,2004-12-23,"בורוכוב 18, פתח תקווה",בורוכוב 18,6373-979-48,דירה בבית קומות,4.0,שלישית,77.5,581000,,,1976.0,,7.0,3045016878,1,6373979,True,-10% ב 5.2 שנים,פתח תקווה,בורוכוב,-1.92,6373-979-48,6373/979,7496.774193548387,32.086446679,34.8757788134,2004
2004-12-22,2004-12-22,"רופין 7, פתח תקווה",רופין 7,6362-77-13,דירה בבית קומות,3.0,ג,49.4,337000,,,1960.0,,3.0,3022640826,1,636277,False,,פתח תקווה,רופין,,6362-77-13,6362/77,6821.862348178138,32.0913894372,34.8783472891,2004
2004-12-22,2004-12-22,"ההגנה 18, פתח תקווה",ההגנה 18,6380-199-18,דירה בבית קומות,2.0,ב,30.47,290000,,,1960.0,,5.0,3045100137,1,6380199,False,,פתח תקווה,ההגנה,,6380-199-18,6380/199,9517.558254020349,32.0884396345,34.8864084506,2004
2004-12-22,2004-12-22,"הרב צירלסון 20, פתח תקווה",הרב צירלסון 20,6324-166-6,דירה בבית קומות,4.0,שניה,81.7,557000,,,1980.0,,5.0,3022773820,1,6324166,False,,פתח תקווה,הרב צירלסון,,6324-166-6,6324/166,6817.625458996328,32.0915540521,34.9005551333,2004
2004-12-21,2004-12-21,"נחלת צבי 33, פתח תקווה",נחלת צבי 33,6378-19-11,דירה בבית קומות,2.0,ג,49.19,407000,,,1960.0,,3.0,3022719793,1,637819,False,0% ב 5.6 שנים,פתח תקווה,נחלת צבי,0.0,6378-19-11,6378/19,8274.039438910348,32.0923489919,34.8899657015,2004
2004-12-21,2004-12-21,"יהושע שטמפפר 96, פתח תקווה",יהושע שטמפפר 96,6355-295-6,דירה בבית קומות,3.0,שלישית,74.76,515000,,,1982.0,,4.0,3045130297,1,6355295,False,,פתח תקווה,שטמפפר יהושע,,6355-295-6,6355/295,6888.710540395933,32.095480571,34.8937667569,2004
2004-12-21,2004-12-21,"השלושה 10, פתח תקווה",השלושה 10,6403-127-3,דירה בבית קומות,4.0,ראשונה,100.18,736000,,,1992.0,,4.0,3022747517,1,6403127,False,,פתח תקווה,השלושה,,6403-127-3,6403/127,7346.775803553603,32.0920421717,34.8965185573,2004
2004-12-21,2004-12-21,"תל חי 12, פתח תקווה",תל חי 12,6377-103-2,דירה בבית קומות,3.0,ראשונה,68.95,620000,,,2004.0,,6.0,3045054723,1,6377103,False,,פתח תקווה,תל חי,,6377-103-2,6377/103,8992.023205221174,32.0933012631,34.8850229331,2004
2004-12-20,2004-12-20,"מסריק 5, פתח תקווה",מסריק 5,6400-367-25,דירה בבית קומות,3.0,ג,45.8,350000,,,1960.0,,6.0,3045321668,1,6400367,False,,פתח תקווה,מסריק,,6400-367-25,6400/367,7641.921397379913,32.0917705634,34.9038561159,2004
2004-12-19,2004-12-19,"חדרה 11, פתח תקווה",חדרה 11,7194-16-33,דירה בבית קומות,4.0,רביעית,95.4,807000,,,1997.0,,7.0,3045350146,1,719416,False,,פתח תקווה,חדרה,,7194-16-33,7194/16,8459.119496855345,32.1047579491,34.8721068784,2004
2004-12-19,2004-12-19,"מונטיפיורי 19, פתח תקווה",מונטיפיורי 19,6380-252-24,דירה בבית קומות,3.0,רביעית,61.15,642000,,,1970.0,,6.0,3022714515,1,6380252,False,9% ב 1.3 שנים,פתח תקווה,מונטיפיורי,6.92,6380-252-24,6380/252,10498.773507767784,32.0872699877,34.8830683388,2004
2004-12-19,2004-12-19,"אסף שמחוני 4, פתח תקווה",אסף שמחוני 4,6388-522-32,דירה בבית קומות,3.0,רביעית,54.0,344000,,,1970.0,,7.0,3022713065,1,6388522,False,,פתח תקווה,שמחוני אסף,,6388-522-32,6388/522,6370.37037037037,32.0744920607,34.8911802389,2004
2004-12-17,2004-12-17,"אלעזר פרידמן 11, פתח תקווה",אלעזר פרידמן 11,6401-4-67,דירה בבית קומות,4.0,רביעית,100.0,703000,,,1997.0,,10.0,3022796556,1,64014,False,,פתח תקווה,פרידמן אלעזר,,6401-4-67,6401/4,7030.0,32.078160879,34.9029410327,2004
2004-12-15,2004-12-15,"פנקס 15, פתח תקווה",פנקס 15,6381-277-4,דירה בבית קומות,4.0,שניה,80.11,736000,,,1970.0,,5.0,3022675220,1,6381277,False,,פתח תקווה,פנקס,,6381-277-4,6381/277,9187.367369866432,32.0810913348,34.8801284069,2004
2004-12-15,2004-12-15,"הוברמן 2, פתח תקווה",הוברמן 2,6388-597-27,דירה בבית קומות,4.0,שביעית,93.1,735000,,,1995.0,,9.0,3022586219,1,6388597,True,-5% ב 2.6 שנים,פתח תקווה,הוברמן,-1.92,6388-597-27,6388/597,7894.736842105263,32.0759718068,34.8870760484,2004
